Paul Lasike,,0.53,,,,,,,,0.47,,,,,,
Cedric Peerman,,1.5,,1.67,0.85,4.93,0.84,0.31,,0,,1.75,0.25,4.52,2.25,0.73
George Farmer,,0.75,,,,,,,,0.65,,,,,,
Antonio Andrews,,1.5,7.6,3.1,,,,,,0,5.33,0,,,,
Joique Bell,,0.7,8.34,13.21,13.42,9.74,,0,,0.1,4.35,7.12,8.54,5.09,,0
Chase Reynolds,,1.4,,,,,,,,0,,,,,,
Stepfan Taylor,,0.6,1.2,5.31,2.42,,,,,0.8,0.65,5.43,2.33,,,
Terrence Magee,,1.2,1.7,,,,,,,0,0,,,,,
Joe Banyard,,0.7,,3.43,,,,,,0,,2.32,,,,
Daryl Richardson,,0.35,,,6.8,5.24,,,,0.25,,,4.54,3.45,,
Khiry Robinson,,0.2,8.81,7.17,2.84,,,,,0,3.78,5.35,3.25,,,
Will Tukuafu,,0.07,2.95,0.53,,,,,,0.09,4.16,0.62,,,,
Brandon Burks,,-0.4,,,,,,,,0,,,,,,
Julian Edelman,,14.27,19.17,15.9,15.48,8.13,0.48,1.13,,5.97,7.46,7.21,9.26,6.76,1.05,2.95
Steve Smith,,12.85,18.71,13.72,10.83,13.44,16.54,12,,6.46,12.97,8.16,3.93,4.99,8.6,6.63
Cameron Meredith,,12.53,3.83,,,,,,,8.73,3.18,,,,,
Anquan Boldin,,10.84,12.14,13.73,15.38,12.09,11.69,11.74,,4.97,6.54,6.79,10.13,6.68,5.68,10.12
Quincy Enunwa,,10.56,4.86,,,,,,,6.09,3.1,,,,,
Tajae Sharpe,,6.58,,,,,,,,5.42,,,,,,
Victor Cruz,,7.26,,10.45,13.91,15.95,17.99,0,,4.58,,6.81,9.42,9.3,10.17,0
Malcolm Mitchell,,8.01,,,,,,,,7.27,,,,,,
Dorial Green-Beckham,,6.23,7.92,,,,,,,4.68,6.49,,,,,
Andrew Hawkins,,5.21,6.58,10.6,4.6,9.38,9.01,,,5.32,3.27,6.75,4.08,4.76,6.83,
Eddie Royal,,9.1,7.41,11.33,10.55,5.46,3.78,8.86,,6.92,4.97,8.15,8.11,3.04,3.38,7.17
Quinton Patton,,5.98,5.42,2.47,3,,,,,4.18,3.24,1.86,3.56,,,
Philly Brown,,3.95,7.39,6.37,,,,,,4.04,4.83,3.78,,,,
Bryan Walters,,7.19,6.8,2.88,,,1.43,,,5.93,5.13,1.15,,,1.68,
Rod Streater,,3.78,1.8,7.8,10.78,7.56,,,,5.09,0,5.83,6.45,5.42,,
Jordan Norwood,,3.16,4.27,,,13.4,3.99,,,4.12,2.29,,,3.8,4.39,
Charles Johnson,,3.32,3.62,8.13,,,,,,3.09,0.94,5.92,,,,
Jalin Marshall,,6.37,,,,,,,,4.99,,,,,,
Josh Huff,,3.87,5.86,1.61,,,,,,3.47,4.82,1.74,,,,
Vincent Jackson,,6.46,10.53,11.26,15.15,16.15,14.36,11.64,,1.49,8.29,6.31,10.13,8.11,11.58,11.74
Marquess Wilson,,10.33,8.04,5.29,1.1,,,,,11.58,6.14,4.55,0.83,,,
Andre Johnson,,4.92,7.69,12.71,17.48,18.49,13.57,19.74,,3.64,6.67,6.27,10.85,11.06,7.73,9.63
Walter Powell,,4.03,,-2,,,,,,2.95,,0,,,,
Chris Harper,,3.29,0.53,,,,,,,2.22,0.75,,,,,
Cecil Shorts,,3.74,9.55,8.67,12.44,13.75,1.1,,,3.45,5.15,5.4,6.31,6.86,2.37,
James Wright,,2.3,,1.71,,,,,,1.57,,2.81,,,,
Paul Turner,,7.2,,,,,,,,4.91,,,,,,
Greg Salas,,9.45,7.1,4.09,5.33,,8.7,,,9.45,0,3.18,2.33,,4.63,
Keith Mumphery,,3.38,3.84,,,,,,,1.08,3.01,,,,,
DeMarcus Ayers,,8.05,,,,,,,,6.15,,,,,,
Lucky Whitehead,,1.27,2.03,,,,,,,2.07,1.46,,,,,
Aaron Burbridge,,1.73,,,,,,,,1.82,,,,,,
Jeremy Ross,,13.7,2,3.82,,,,,,0,3.49,3.59,,,,
Wendall Williams,,5.75,,,,,,,,0.35,,,,,,
Odell Beckham,,11.3,,,,,,,,0,,,,,,
Bradley Marquez,,0.99,2.42,,,,,,,1.08,2.22,,,,,
Dwayne Harris,,3.15,7.75,1.39,3.07,5.02,0,,,5.15,6.72,2.59,3,3.73,0,
Rashad Greene,,1.55,4.48,,,,,,,0.44,4.74,,,,,
Percy Harvin,,3.7,9.98,9.96,2.7,17.92,16.37,14.49,,0,7,7.54,0,8.4,9.66,6.75
Ted Ginn,,3.5,,,,,,,,0,,,,,,
Shane Wynn,,1.7,,,,,,,,1.2,,,,,,
DeAndre Smelter,,3.3,,,,,,,,0,,,,,,
Jeremy Butler,,1.55,8.41,,,,,,,0.05,3.22,,,,,
Devin Street,,1.5,2.49,0.95,,,,,,1.5,2.69,1.65,,,,
Devin Smith,,3,3.5,,,,,,,0,3.88,,,,,
Tony Washington,,1.9,0.8,,,,,,,0,0,,,,,
Rashad Ross,,1.8,6.48,,,,,,,0,4.41,,,,,
Paul McRoberts,,1.6,,,,,,,,0,,,,,,
Marc Mariani,,1.5,4.14,,,,0.49,-0.25,,0,3.91,,,,0.89,0.66
Jordan Payton,,0.65,,,,,,,,0.65,,,,,,
Bralon Addison,,0.5,,,,,,,,0,,,,,,
Dezmin Lewis,,0,,,,,,,,0,,,,,,
Daniel Braverman,,0,,,,,,,,0,,,,,,
Isaac Fruechte,,0,,,,,,,,0,,,,,,
Isaiah Burse,,0,,-1,,,,,,0,,1,,,,
Geremy Davis,,0,1.37,,,,,,,0,1.07,,,,,
Matt Slater,,-0.5,0,,,,0.23,0,,1.08,0,,,,1.47,0
Devin Hester,,-2,,7.2,-2,4.14,4.27,7.16,,0,,5.95,0,3.77,5.42,4.81
Keshawn Martin,,-2,6.83,1.53,4.78,2.29,,,,0,4.22,1.32,4.05,2.74,,
Dennis Pitta,,10.56,,9.5,10.73,11.63,6.16,0.1,,6.71,,6.27,5.02,8.06,4.88,0.32
Gary Barnidge,,8.01,14.83,3.18,3.14,3.09,,0,,4.26,6.57,2.62,3.52,2.62,,0
Jacob Tamme,,7.63,8.71,3.17,4.93,7.45,2.67,9.63,,5.1,6.43,3.27,4.49,5.04,4.07,8.8
Ladarius Green,,9.07,7.99,4.16,6.05,4.1,,,,7.26,5.48,3.34,5.38,0,,
Erik Swoope,,5.63,,,,,,,,3.34,,,,,,
Mychal Rivera,,3.93,5.08,8.34,6.42,,,,,3.54,3.33,7.58,4.54,,,
Darren Waller,,3.81,1.9,,,,,,,2.87,0.8,,,,,
Larry Donnell,,4.7,7.91,9.58,,,,,,3.78,3.93,7.16,,,,
John Phillips,,3.17,3.82,7.1,1.17,3.25,1.94,,,3.05,2.52,0,0.87,3.41,2.47,
Crockett Gillmore,,4.22,9.82,3.12,,,,,,4.48,6.68,2.25,,,,
Jordan Cameron,,6.67,5.73,7.84,14.25,4.05,9.05,,,6.54,3.49,5.79,8.77,3.11,5.19,
Dominique Jones,,3.18,,,2.7,1.8,,,,4.57,,,0.4,0,,
Brandon Myers,,2.36,4.12,3.73,8.21,11.05,1.94,1.33,,2.26,2.4,3.33,5.67,7.87,1.85,1.77
Brandon Bostick,,1.59,,4.15,5,,,,,1.33,,2.95,4.4,,,
Joshua Perkins,,4.4,,,,,,,,5,,,,,,
Gavin Escobar,,4.33,2.63,4.35,3.82,,,,,2.25,2.89,6.29,3.11,,,
Matt Lengel,,5.1,,,,,,,,3.7,,,,,,
Jace Amaro,,8.9,,6.5,,,,,,0,,5.85,,,,
Connor Hamlett,,8.7,,,,,,,,0,,,,,,
Ben Braunecker,,2.7,,,,,,,,0.88,,,,,,
Malcolm Johnson,,1.52,1.38,,,,,,,1.28,1.25,,,,,
Justin Perillo,,1.88,4.53,,,,,,,1.38,5.53,,,,,
DJ Tialavea,,7.1,,,,,,,,0,,,,,,
Clay Harbor,,2.45,4.36,6.76,4.86,5.31,2.21,2.47,,1.15,3.89,5.94,3.56,4.52,3.42,2.92
Alex Ellis,,1.37,,,,,,,,1.24,,,,,,
Cole Wick,,0.95,,,,,,,,0.99,,,,,,
MyCole Pruitt,,1.65,2.1,,,,,,,0.05,1.64,,,,,
Je'Ron Hamm,,3.3,,,,,,,,0,,,,,,
Gerald Christian,,2.4,,,,,,,,0,,,,,,
Henry Krieger-Coble,,2.3,,,,,,,,0,,,,,,
Matthew Mulligan,,1.8,1.2,,2.9,2.8,0.68,0,,0,0,,2.6,2.76,1.39,0
Hakeem Valles,,0,,,,,,,,0,,,,,,
Khari Lee,,0,0.57,,,,,,,0,0.8,,,,,
Kellen Davis,,0,1.08,0,3.05,3.68,4.29,0.56,,0,2.14,0,3.13,3.38,4.41,2.15
Braedon Bowman,,0,,,,,,,,0,,,,,,
Johnny Manziel,,,10.56,2.98,,,,,,,5.54,3.98,,,,
Peyton Manning,,,9.13,19.29,25.63,19.34,,17.88,,,7.59,7.75,8.77,4.97,,6.03
Matt Hasselbeck,,,11.4,4.23,1,9.28,11.89,10.56,,,5.43,4.08,0.37,5.15,6.15,6.25
Brandon Weeden,,,11.13,4.88,10.98,11.11,,,,,5.07,2.89,5.84,5.94,,
Zach Mettenberger,,,6.03,10.14,,,,,,,4.52,7.37,,,,
Jimmy Clausen,,,8.28,3.95,,,,4.46,,,6.22,5.86,,,,4.05
Kellen Moore,,,11,,,,,,,,8.78,,,,,
Michael Vick,,,6.14,4.82,14.23,15.29,17.92,25.69,,,5.38,6.09,11.54,5.03,6.62,10.79
Luke McCown,,,5.7,,-0.13,-0.3,1.05,5.2,,,4.7,,0.09,0,4.19,0
Josh Freeman,,,10.4,,7.6,15.39,13.43,16.03,,,0,,1.79,6.6,5.1,4.97
Dan Orlovsky,,,9.6,,,2,7.75,0,,,0,,,0,5.48,0
Colt McCoy,,,8.8,12.6,0.1,4.35,12.35,11.09,,,0,8.6,0.4,4.55,3.47,5.43
Alex Tanney,,,8,,,,,,,,0,,,,,
Ryan Nassib,,,6.7,1.05,,,,,,,0,1.35,,,,
Ryan Lindley,,,6.3,7.47,,2.15,,,,,0,5.5,,1.66,,
BJ Daniels,,,0.3,,,,,,,,0.42,,,,,
Tarvaris Jackson,,,0.18,0,5.37,,10.7,5.98,,,0.43,0,7.1,,3.95,4.53
Sean Renfree,,,-1,,,,,,,,0.6,,,,,
Karlos Williams,,,11.3,,,,,,,,6.63,,,,,
Fred Jackson,,,5.18,13.34,14.57,11.54,20.86,11.45,,,2.7,5.18,5.58,8.41,7.23,9.35
Joseph Randle,,,12.33,3.9,8.5,,,,,,8.84,4.2,4.43,,,
Chris Polk,,,4.82,5.6,6.32,,,,,,4.12,4.54,5.1,,,
Bishop Sankey,,,4.77,6.03,,,,,,,6.2,3.88,,,,
Tre Mason,,,3.96,11.28,,,,,,,3.29,8.83,,,,
Donald Brown,,,7.62,5.57,10.01,6.6,7.44,7.86,,,5.35,3.94,7.05,3.26,6.51,6.24
Ahmad Bradshaw,,,7.15,15.45,13.93,12.79,15.88,14.87,,,6.6,6.05,6.9,8.18,7.8,6.51
Jonas Gray,,,4.6,9.11,,,,,,,2.66,13.57,,,,
Bruce Miller,,,3.09,3.41,3.89,2.22,1.74,,,,3.8,3.7,1.88,1.84,2.79,
Zac Stacy,,,5.07,7.17,14.11,,,,,,3.12,4.63,8.21,,,
Roy Helu,,,3.3,9.79,6.72,3.9,10.99,,,,3.58,4.07,5.85,2.07,8.7,
Pierre Thomas,,,5.95,11.18,13.33,8.91,11.42,14.67,,,5.87,7.41,7.18,5.46,5.29,6.4
Dan Herron,,,2.7,6.85,5,0.25,,,,,1.53,4.88,1.7,0.55,,
David Cobb,,,3.06,,,,,,,,4.4,,,,,
Anthony Dixon,,,2.6,5.24,2.36,2.48,1.39,2.61,,,2.54,3.83,2.54,2.93,2.7,3.45
Kendall Gaskins,,,4.68,,,,,,,,3.94,,,,,
Austin Johnson,,,2.98,1.95,,,,,,,1.96,3.09,,,,
Steven Jackson,,,7,9.43,12.36,12.39,14.92,15.15,,,5.5,4.94,5.5,5,7.72,5.15
Bryce Brown,,,4.4,6.31,3.99,5.81,,,,,2.9,5.24,4.37,9.91,,
Zurlon Tipton,,,3.18,10.3,,,,,,,3.8,1.7,,,,
Jarryd Hayne,,,2.98,,,,,,,,3.89,,,,,
Josh Robinson,,,2.24,,,,,,,,3.58,,,,,
Will Johnson,,,2.06,1.12,2.01,2.72,,,,,2.71,1.37,1.96,2.25,,
Toby Gerhart,,,1.94,5.8,5.01,3.63,7.44,4.66,,,3.01,3.8,4.19,2.23,7.66,4.63
Darrel Young,,,1.07,4.28,4.36,3.69,2.85,0.66,,,0.74,4.22,6.67,2.6,2.68,2.29
Joey Iosefa,,,2.55,,,,,,,,2.55,,,,,
Bernard Pierce,,,1.2,3.82,5.38,4.73,,,,,0.79,3.61,3.99,3.42,,
Jorvorskie Lane,,,1.1,1.78,,3.02,,,,,0.79,2.14,,2.86,,
Tyler Varga,,,3,,,,,,,,0,,,,,
John Crockett,,,1.05,,,,,,,,1.15,,,,,
Alonzo Harris,,,0.63,,,,,,,,0.76,,,,,
Tyler Clutts,,,1.4,1.1,-0.3,,0.8,,,,0,0,0.3,,1.06,
Trey Williams,,,1.2,,,,,,,,0,,,,,
Cierre Wood,,,0.35,,0.45,,,,,,0.05,,0.05,,,
Kendall Hunter,,,0.2,,3.44,5.65,5.93,,,,0,,3.85,3.02,3.88,
George Winn,,,0.05,1.46,,,,,,,0.05,1.75,,,,
Glenn Winston,,,-2.8,,,,,,,,0,,,,,
Calvin Johnson,,,16.53,17.44,21.64,21.4,22.45,16.51,,,9.4,11.01,12.87,9.3,9.61,9.89
James Jones,,,11.69,10.85,11.19,15.09,8.97,9.12,,,8.07,5.84,7.43,7.28,7.58,7.35
Rueben Randle,,,11.54,11.43,9.07,6.07,,,,,5.62,6.45,7.13,6.76,,
Nate Washington,,,10.52,7.29,10.49,8.87,14.05,9.12,,,8.13,5.53,7.41,5.17,8.38,5.74
Marques Colston,,,9.31,11.81,13.29,15.9,17.16,15.22,,,6.61,3.69,8.27,9.08,8.98,7.2
Steve Johnson,,,12.52,7.42,10.73,13.6,13.65,15.46,,,5.65,5.81,6.85,5.27,5.94,9.29
Brian Hartline,,,10.03,6.15,12.6,12.42,6.05,9.27,,,7.16,4.71,6.23,9.68,4.49,4.87
Jerricho Cotchery,,,7.65,7.47,11.08,3.13,11.08,6.86,,,4.37,3.47,8.41,2.34,5.15,4.19
Malcom Floyd,,,6.81,10.85,10.45,11.96,13.22,13.15,,,6.69,4.75,4.75,4.33,7.69,9.69
Roddy White,,,7.11,15.15,11.55,16.82,17.35,19.51,,,3.48,5.59,9.05,9.88,7.57,8.45
Leonard Hankerson,,,10.96,0,8.55,7.39,2.7,,,,7.21,0,6.17,5.55,1.8,
Lance Moore,,,6.07,4.16,7.13,13.67,2.95,11.77,,,6.69,2.85,5.05,6.02,2.68,7.37
Riley Cooper,,,5.97,8.04,11.26,5.98,3.34,1.89,,,5.15,5.04,9.67,4.32,5.65,3.75
Chris Givens,,,4.56,3.33,5.61,8.73,,,,,4.06,3.22,3.97,6.55,,
Greg Jennings,,,4.16,10.58,11.49,12.08,16.61,17.15,,,3.43,4.76,8.15,8.33,7.04,8.97
Javontee Herndon,,,6.11,,,,,,,,2.32,,,,,
Miles Austin,,,4.6,9.65,4.4,12.14,14.32,14.28,,,4.51,4.45,4.46,6.37,10.51,9.02
Stedman Bailey,,,5.17,6.73,6.11,,,,,,4.35,6.43,4.6,,,
Kenbrell Thompkins,,,5.58,3.99,9.33,,,,,,3.71,4.33,7.08,,,
Donteea Dye,,,3.36,,,,,,,,2.56,,,,,
Andre Caldwell,,,2.46,1.21,4.56,1.4,6.67,3.82,,,3.2,2.19,6.53,1.14,4.72,5.57
Aaron Dobson,,,4.52,1.7,10.26,,,,,,5.07,1.01,7.84,,,
Jason Avant,,,2.69,5.03,6.05,8.41,7.62,7.14,,,2.44,4.39,4.85,4.74,6.8,4.96
Darius Jennings,,,8.57,,,,,,,,1.55,,,,,
Marlon Brown,,,2.8,3.81,10.23,,,,,,1.72,3.05,6.94,,,
Wes Welker,,,3.31,7.67,16.06,18.09,21.02,14.19,,,1.41,4.31,6.52,7.75,11.82,7.35
Myles White,,,2.42,,3.43,,,,,,3.38,,2.93,,,
Marlon Moore,,,3.52,,0.63,3.06,1.94,2.93,,,2.24,,0.67,4.48,3,4.12
Ricardo Lockette,,,4.18,4.27,2.17,,0.45,,,,4.72,3.89,1.38,,0.9,
Jerome Simpson,,,3.28,,7.91,4.28,9.16,12.38,,,4.18,,5.69,2.71,6.54,13.3
Chris Owusu,,,7,5.62,5.8,,,,,,2.5,4.85,0,,,
Marcus Easley,,,4.27,,0.83,,,,,,6.03,,1.43,,,
Hakeem Nicks,,,2.07,6.83,9.71,11.68,15.81,19.25,,,1.06,5.4,6.02,9.07,7.55,8.93
Dwayne Bowe,,,1.72,9.03,10.28,11.9,14.26,17.41,,,2.49,3.91,5.06,7.48,6.66,14.18
Corey Fuller,,,3.2,3.18,,,,,,,3.34,3.9,,,,
Preston Parker,,,4.65,5.85,,0.35,6.69,0.99,,,0.05,4.82,,0.35,5.27,1.63
Kevin Smith,,,2.43,,,4.81,8.96,5.97,,,0.68,,,7.61,7.83,2.62
TJ Graham,,,2.13,2.53,5.04,4.65,,,,,1.67,4.64,5.15,2.96,,
Andrew Turzilli,,,4.5,,,,,,,,0,,,,,
Chandler Worthy,,,1.47,,,,,,,,1.48,,,,,
Vincent Brown,,,3.2,3.97,5.95,,14.72,,,,0,1.2,4.62,,6.81,
Jonathan Krause,,,1.55,,,,,,,,0.15,,,,,
Tyler Murphy,,,2.6,,,,,,,,0,,,,,
Mario Alford,,,2.5,,,,,,,,0,,,,,
Ben Edwards,,,1.9,,,,,,,,0,,,,,
Seyi Ajirotutu,,,0.7,1.21,5.13,3.75,0.1,5.12,,,0.7,1.08,3.95,0.05,0.36,7.81
Damaris Johnson,,,0.6,4.5,0.47,3.8,,,,,0,3.55,1.75,2.6,,
Rico Richardson,,,0,,,,,,,,0,,,,,
Seantavius Jones,,,0,,,,,,,,0,,,,,
Marcus Thigpen,,,-1.37,-1,,,,,,,0.9,1,,,,
Heath Miller,,,8.38,9.88,8.66,13.67,7.79,7.37,,,5.82,6.63,4.33,5.46,5.03,4.03
Owen Daniels,,,7.23,8.31,13.44,11.28,9.31,8.83,,,5.46,5.65,5.43,4.94,5.61,6.38
Scott Chandler,,,6.08,7.17,8.03,9.77,7.92,0.13,,,5.16,5.19,4.11,5.97,6.33,0.46
Craig Stevens,,,3.61,4.6,0.42,4.04,2.11,2.35,,,3.06,0,0.62,3.02,2.5,3.6
Tim Wright,,,4.78,7.31,10.09,,,,,,3.55,7.46,6.45,,,
Chris Gragg,,,3.86,2.97,8.15,,,,,,3.09,2.27,4.35,,,
Cooper Helfet,,,4.33,5.31,,,,,,,2.88,4.65,,,,
Jake Stoneburner,,,7.23,,,,,,,,3.49,,,,,
Chase Coffman,,,10.55,2.3,0,2.1,,1,,,2.35,3.98,0,0,,2.24
Brandon Pettigrew,,,3.94,2.43,6.61,10.42,11.92,10.45,,,2.23,2.25,4.11,3.89,6.46,4.92
Tony Moeaki,,,4.93,4.57,,5.91,,8.04,,,5.56,2.86,,4,,3.43
Jerome Cunningham,,,2.32,,,,,,,,1.03,,,,,
Garrett Graham,,,2.17,4.37,10.24,3.74,0.49,0,,,2.6,3.94,6.85,2.47,1.19,0
Jim Dray,,,1.51,3.63,4.11,1.75,18.98,0.48,,,1.23,3.32,3.22,0.45,9.74,1.05
Daniel Fells,,,6,4.73,,2.08,3.79,5.76,,,0.3,3.49,,1.68,3.84,3.15
Cory Harkey,,,1.52,2.44,,,,,,,0.35,2.77,,,,
Robert Housler,,,2.43,1.83,6.95,6.67,1.94,,,,0.97,1.38,5.09,4.28,1.97,
Andrew Quarless,,,2.37,5.29,5.78,,0.66,3.75,,,1.68,3.6,5.82,,1.07,3.47
Michael Williams,,,1.12,,,,,,,,0.98,,,,,
Matt Spaeth,,,1,4.53,3.27,2.6,1.6,1.64,,,0.71,4.29,3.49,2.66,3.01,3.11
Scott Simonson,,,2,,,,,,,,0,,,,,
EJ Bibbs,,,0.85,,,,,,,,0.85,,,,,
Nic Jacobs,,,0.53,3.2,,,,,,,0.75,2.99,,,,
Brian Parker,,,0.8,,,,,,,,0.8,,,,,
Brian Leonhardt,,,1.4,2.21,,,,,,,0,2.17,,,,
Asante Cleveland,,,1.1,0,,,,,,,0,0,,,,
Kyle Orton,,,,14.51,10.35,7.6,9.52,16.15,,,,6.24,8.75,0,5.89,7.96
Jake Locker,,,,9.13,14.26,12.03,15.97,,,,,6.51,9.52,6.05,7.79,
Christian Ponder,,,,6.25,11.89,11.99,6.09,,,,,6.15,6.4,7.1,4.68,
Connor Shaw,,,,4,,,,,,,,0,,,,
Matt Simms,,,,1.8,3.33,,,,,,,0,2.92,,,
Jason Campbell,,,,0.28,12.8,3.5,13.13,12.14,,,,0.98,9.79,2.96,7.37,6.54
Jordan Palmer,,,,0.2,,,,0.7,,,,0,,,,0
Brad Smith,,,,0,,1.2,0.98,2.38,,,,0,,2.25,1.84,3.09
Bruce Gradkowski,,,,-0.2,,1.2,3.25,8.42,,,,0,,1.2,4.45,5.12
Matt Flynn,,,,-0.34,10.61,1.1,16.61,3.7,,,,0.78,8.14,1.4,7.04,6.7
Trent Richardson,,,,7.85,9.06,16.98,,,,,,4.99,4.67,7.04,,
Ben Tate,,,,6.91,10.36,4.89,9,,,,,6.32,5.9,6.82,6.68,
Leon Washington,,,,4.87,0.1,1.62,2.85,1.93,,,,5.66,0,2.8,4.18,2.38
Daniel Thomas,,,,4.33,6.53,6.93,6.25,,,,,2.82,5.11,4.89,5.05,
Shonn Greene,,,,3.94,5.76,11.65,12.03,7.51,,,,3.65,6.22,7.95,8.15,4.03
Montee Ball,,,,7.28,7.23,,,,,,,5.93,5.87,,,
Silas Redd,,,,5.37,,,,,,,,3.9,,,,
Peyton Hillis,,,,5.03,8.19,3.78,10.97,18.4,,,,3.9,5.29,3.68,7.13,10.36
Maurice Jones-Drew,,,,2.52,12.18,12.67,19.06,16.86,,,,2.16,5.86,8.19,8.4,7.39
Joe McKnight,,,,24.7,,1.56,2.42,2.66,,,,0,,2.19,4.28,5.93
Robert Hughes,,,,2.1,,,,,,,,1.9,,,,
Knowshon Moreno,,,,7.53,18.54,14.06,5.38,15.08,,,,8.45,8.24,7.54,3.77,8.68
Storm Johnson,,,,4.24,,,,,,,,3.3,,,,
Marion Grice,,,,3.33,,,,,,,,2.84,,,,
Jed Collins,,,,2.1,2.14,2.82,2.53,,,,,2.8,2.25,2.76,2.85,
Erik Lorig,,,,2.3,1.74,2.19,0.71,2,,,,2.6,1.25,2.23,1.25,0
Darrin Reaves,,,,3.16,,,,,,,,2.85,,,,
Ronnie Brown,,,,1.96,2.98,7.72,1.1,9.79,,,,1.57,2.36,3.78,1.62,4.75
Will Ta'ufo'ou,,,,2.16,,,,,,,,1.34,,,,
Jackie Battle,,,,2.45,3.48,5.78,5.83,0.81,,,,2.02,2.6,7.06,4.51,1.76
Jonathan Dwyer,,,,6.95,2.44,7.61,6.73,2.8,,,,2.15,1.96,4.17,7.2,0
Frank Summers,,,,1.7,3.94,,,,,,,1.73,4.13,,,
John Conner,,,,2.25,2.28,0,0.83,0.83,,,,2.84,1.66,0,1.65,2.52
Dri Archer,,,,1.33,,,,,,,,1.4,,,,
Chris Ogbonnaya,,,,3.5,7.14,3.97,11.33,,,,,3.47,5.61,3.24,8.91,
Cyrus Gray,,,,3.03,1.75,2.05,,,,,,3.37,1.27,1.27,,
Michael Cox,,,,3.1,2.83,,,,,,,0.4,1.94,,,
Alfonso Smith,,,,2,3.28,2.05,5.29,0,,,,1.64,3.7,0.25,3.94,0
Ray Agnew,,,,0.52,,,,,,,,0.75,,,,
Brian Leonard,,,,2.5,4.07,2.36,3.96,4.16,,,,0,3.42,1.78,3.12,2.4
Jeremy Stewart,,,,0.73,,,,,,,,0.63,,,,
Josh Harris,,,,0.8,,,,,,,,0.1,,,,
Henry Hynoski,,,,0.26,0.75,2,1.85,,,,,0.12,0.75,1.88,2.03,
LaMichael James,,,,0.3,1.36,4.6,,,,,,0.22,1.24,0.9,,
Edwin Baker,,,,0.2,14.27,,,,,,,0,4.03,,,
Jalen Parmele,,,,0,,3.9,,0,,,,0,,3.62,,0
Tauren Poole,,,,-2,,,,,,,,0,,,,
Reggie Wayne,,,,10.13,14.54,16.81,12.19,17.53,,,,6.34,5.13,7.69,6.19,9.2
Brandon Gibson,,,,4.61,11.51,10.01,5.78,9.27,,,,2.57,5.46,5.68,4.53,4.13
Derek Hagan,,,,5.04,,3.83,0.51,7.47,,,,4.23,,3.49,0.69,4.38
Brandon Lloyd,,,,4.12,,11.82,13.11,17.88,,,,4.68,,7.43,5.76,8.5
Nick Toon,,,,7.15,2.16,,,,,,,1.98,1.48,,,
Donnie Avery,,,,6.12,7.35,9.81,18.23,,,,,4.98,5.69,6.25,6.98,
Austin Pettis,,,,7.45,7.28,6.16,9.34,,,,,2.74,6.36,3.67,6.97,
Josh Morgan,,,,3.25,3.36,7.09,8.6,7.84,,,,1.89,3.14,3.84,4.6,4.48
Junior Hemingway,,,,2.53,3.55,,,,,,,2.74,4.58,,,
Denarius Moore,,,,2.4,11.19,11.11,10.53,,,,,2.34,6.62,5.73,9.85,
Santana Moss,,,,4.32,6.11,9.11,10.7,14.74,,,,2.61,4.83,5.15,4.24,7
Joe Morgan,,,,4.98,,6,,,,,,5.38,,5.82,,
Jacoby Jones,,,,1.64,7.88,4.83,5.99,8.39,,,,2.23,5.15,3.75,5.06,5.45
Justin Brown,,,,3.23,,,,,,,,2.4,,,,
Brian Tyms,,,,4.8,,,,,,,,4.95,,,,
Kevin Norwood,,,,3.2,,,,,,,,1.33,,,,
Robert Meachem,,,,1.84,4.31,5.12,8.74,8.7,,,,2.15,4.66,6.62,6.7,7.47
AJ Jenkins,,,,2.59,3.52,,,,,,,1.95,3.58,,,
Robert Herron,,,,2.97,,,,,,,,2.85,,,,
Dane Sanzenbacher,,,,2.9,2.02,0.85,4.51,,,,,3.14,1.24,0.85,4.88,
Corey Washington,,,,5.4,,,,,,,,6.67,,,,
Santonio Holmes,,,,2.94,7.46,12.8,10.32,13.36,,,,1,6.79,6.82,4.76,6.75
David Nelson,,,,2.42,7.53,5.1,9.8,5.62,,,,1,5.81,0,5.59,5.11
Mike Brown,,,,2.76,8.42,,,,,,,2.52,5.52,,,
Greg Little,,,,3.23,6.22,8.95,9.09,,,,,2.31,4.8,5.76,6.03,
Kris Durham,,,,2.85,6.06,6.63,0,,,,,2.14,4.63,2.99,0,
Kevin Ogletree,,,,2.5,5.65,7.18,2.12,1.28,,,,2.52,4.58,8.32,2.05,2.56
Jerrel Jernigan,,,,4.9,8.36,0.97,6.11,,,,,1.4,10.23,0.8,5.2,
Jeff Maehl,,,,2.4,3.34,,0,,,,,0.61,4.61,,0,
Ace Sanders,,,,1.36,7.05,,,,,,,1.39,4.77,,,
Frankie Hammond Jr,,,,1.21,,,,,,,,1.15,,,,
Trey Watts,,,,1.95,,,,,,,,1.37,,,,
Jarrett Boykin,,,,0.76,12.28,,,,,,,0.89,7.03,,,
Ryan Broyles,,,,1.5,2.75,8.13,,,,,,1.27,2.38,6.5,,
DeVier Posey,,,,4,3.39,2.4,,,,,,0,2.1,2.61,,
Damian Williams,,,,2.4,3.85,4.8,8.95,2.4,,,,0,2.99,2.39,6.26,2.99
Courtney Roby,,,,2.1,,0.95,0,-0.15,,,,0,,0.95,0,0.53
Solomon Patton,,,,1.9,,,,,,,,0,,,,
